year,country_code,country_code_letter,HDI_value,dollar_per_capita,cluster
2019,372,Ireland,0.942,104.66,2
2019,428,Latvia,0.873,1306.3,3
2019,440,Lithuania,0.886,435.18,0
2019,442,Luxembourg,0.925,316.58,0
2019,554,New Zealand,0.937,665.73,0
2019,579,Norway,0.961,120.32,2
2019,703,Slovakia,0.863,184.13,2
2019,705,Slovenia,0.918,421.01,0
2019,740,Suriname,0.71,116.91,1
2019,752,Sweden,0.947,384.16,0
2019,858,Uruguay,0.818,276.2,1
2020,40,Austria,0.916,547.86,0
2020,56,Belgium,0.93,204.48,2
2020,70,Bosnia and Herzegovina,0.776,126.63,1
2020,112,Belarus,0.8,160.65,1
2020,124,Canada,0.928,352.88,0
2020,152,Chile,0.849,113.97,1
2020,191,Croatia,0.86,230.32,1
2020,203,Czechia,0.891,246.85,2
2020,208,Denmark,0.946,159.37,2
2020,233,Estonia,0.891,1276.12,3
2020,246,Finland,0.939,507.33,0
2020,266,Gabon,0.704,305.34,1
2020,276,Germany,0.948,119.09,2
2020,372,Ireland,0.945,101.16,2
2020,428,Latvia,0.873,1316.92,3
2020,440,Lithuania,0.88,434.45,0
2020,442,Luxembourg,0.921,383.5,0
2020,528,"Netherlands, Kingdom of the",0.938,108.66,2
2020,554,New Zealand,0.935,558.58,0
2020,579,Norway,0.963,120.55,2
2020,703,Slovakia,0.86,174.16,1
2020,705,Slovenia,0.91,388.65,0
2020,740,Suriname,0.702,144.59,1
2020,752,Sweden,0.944,419.57,0
2020,858,Uruguay,0.82,257.96,1
